hour,SOC,DOC,MBC,EEC
2740,47.40619052,6.887701315,9.173739216,2.228607894
2750,52.483956,5.647516847,8.686521329,2.749911446
2760,44.66269947,6.065561119,9.688039897,2.599457936
2770,39.79617636,6.165200184,8.81861949,2.268463817
2780,45.81224492,6.044284128,9.824172052,1.825970222
2790,33.78217514,5.298406367,10.42839836,2.695005035
2800,53.09206123,4.920672102,10.02834375,2.699615846
2810,47.32812632,5.138413918,10.04317096,2.439224009
2820,58.71035866,5.652498355,11.30295466,2.631201675
2830,52.67068312,5.213145917,9.37915863,2.754718911
2840,51.50815645,6.749726196,10.13693463,2.530399388
2850,45.0408779,3.643071573,11.50921282,2.229241315
2860,47.51911729,4.976064969,10.62868832,1.949102302
2870,41.42579743,5.079154891,11.7641674,2.835345729
2880,55.75063035,5.405388387,9.78577699,2.393674836
2890,42.95410774,4.86002436,11.03396281,2.168479562
2900,43.71376984,4.439430358,10.6626626,1.914672311
2910,38.15399795,3.391961411,10.66566779,2.090581279
2920,39.29443338,3.686646211,11.51407871,2.012993585
2930,47.74407171,6.9417898,10.82182453,2.448135186
2940,50.90053388,2.32113177,10.39003304,2.093341786
2950,35.01741667,3.741032349,10.35181456,2.476516378
2960,46.79078908,3.681219147,10.66954912,2.77310356
2970,46.16285592,3.010388763,10.71796268,2.675403075
2980,48.06205033,4.310029727,10.74782047,2.494425147
2990,48.41472648,4.288235325,10.45157639,2.888444941
3000,34.90738791,3.521256892,11.74223512,2.517705003
3010,41.79122824,4.842810473,10.26467654,3.170148037
3020,47.43740182,3.221232051,10.31690834,2.670669394
3030,45.88473889,5.062271243,11.05181742,2.36395521
3040,47.4508552,3.642363384,9.61714532,2.872446109
3050,54.17900285,3.397499588,9.892937427,2.824789124
3060,36.23749882,5.428910517,10.81852041,2.344206982
3070,42.2910202,4.100648794,11.4183392,2.490316924
3080,40.12130442,4.063135405,11.32555228,2.61849604
3090,42.91838408,4.95171475,11.2447693,3.150889309
3100,40.70655183,4.701855061,8.990964451,3.104775687
3110,44.90806786,3.210688825,10.7593684,2.800848237
3120,41.10644015,4.615796821,8.632689543,2.662228912
3130,46.97309696,4.899858584,10.31235358,3.10545034
3140,45.00173087,3.458204664,9.247732944,3.238423021
3150,37.40770838,1.454033902,9.52215649,3.093966833
3160,41.00458279,3.179176498,10.22799705,3.404187713
3170,46.36410846,3.104256341,9.593222968,2.759028424
3180,46.4857031,3.435584521,9.468221005,2.710515532
3190,38.1487351,4.071855215,9.158539283,2.695875201
3200,36.98270675,2.914449404,8.855948103,2.668961269
3210,37.64167873,4.173453702,10.77211335,2.892068298
3220,36.94905449,3.229846029,10.87135341,2.607411881
3230,36.9111956,5.658107123,10.85227577,3.141419107
3240,43.960109,5.197231608,11.05231909,2.702298567
3250,34.95635304,2.363651237,8.792923664,2.513854817
3260,38.50007786,4.589984393,10.21392003,2.908106156
3270,48.46249351,3.157545284,10.42971964,3.063496075
3280,38.58014918,3.47393866,10.31962551,2.290136845
3290,42.53267441,2.758151226,9.797628368,2.431510597
3300,44.64358338,2.539790484,9.907131186,2.632093321
3310,43.2529764,3.155956364,9.446302649,2.241760142
3320,40.46549265,3.827022969,8.426473607,2.416151896
